verbo,rota,arquivo,linha,controller,guards,permissoes,recurso,cenario_executado,status_http,evidencia,regra_negocio_por_rota,id_achado
GET,/v1/admin/orders/abertas,apps/api/src/admin/caixa.controller.ts,290,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/orders/:id,apps/api/src/admin/caixa.controller.ts,318,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/orders,apps/api/src/admin/caixa.controller.ts,346,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/orders/:id,apps/api/src/admin/caixa.controller.ts,390,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/orders/:id/items,apps/api/src/admin/caixa.controller.ts,409,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/orders/:id/items/:itemId,apps/api/src/admin/caixa.controller.ts,455,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PATCH,/v1/admin/orders/:id,apps/api/src/admin/caixa.controller.ts,497,CaixaController,StaffGuard;PermissaoGuard,'finance.discount',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/orders/:id/close,apps/api/src/admin/caixa.controller.ts,538,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/debts,apps/api/src/admin/caixa.controller.ts,608,CaixaController,StaffGuard;PermissaoGuard,'cashier.open';'customers.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/debts/receive,apps/api/src/admin/caixa.controller.ts,614,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/orders/:id/charges,apps/api/src/admin/caixa.controller.ts,661,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/orders/:id/charges,apps/api/src/admin/caixa.controller.ts,682,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/orders/:id/charges/:chargeId,apps/api/src/admin/caixa.controller.ts,721,CaixaController,StaffGuard;PermissaoGuard,'cashier.open',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/revenue,apps/api/src/admin/caixa.controller.ts,747,CaixaController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/campanhas,apps/api/src/admin/campanha.controller.ts,73,CampanhaController,StaffGuard;PermissaoGuard,'marketing.send',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/campanhas,apps/api/src/admin/campanha.controller.ts,87,CampanhaController,StaffGuard;PermissaoGuard,'marketing.send',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/campanhas/:id/enviar,apps/api/src/admin/campanha.controller.ts,136,CampanhaController,StaffGuard;PermissaoGuard,'marketing.send',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/campanhas/:id/retomar,apps/api/src/admin/campanha.controller.ts,179,CampanhaController,StaffGuard;PermissaoGuard,'marketing.send',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
